Ligand	1_Energy	Mass
ZINC94201097	-7,4	287,087
ZINC95446255	-7,4	294,23
ZINC57157870	-7,4	343,752
ZINC20468117	-7,4	267,203
ZINC08830322	-7,4	357,8
ZINC16681781	-7,4	407,322
ZINC76389181	-7,4	325,265
ZINC35259097	-7,4	224,201
ZINC33248348	-7,4	298,194
ZINC01885926	-7,4	400,622
ZINC08751808	-7,4	326,699
ZINC37955800	-7,4	198,133
ZINC06047435	-7,4	334,247
ZINC37996987	-7,4	267,226
ZINC36874879	-7,4	263,642
ZINC39593599	-7,4	333,29
ZINC49632864	-7,4	199,164
ZINC76370329	-7,4	287,255
ZINC43927439	-7,4	348,725
ZINC03161072	-7,4	256,607
ZINC77663121	-7,4	284,661
ZINC36617033	-7,4	357,264
ZINC08380805	-7,4	359,148
ZINC08415453	-7,4	294,679
ZINC02358325	-7,4	322,301
ZINC66740000	-7,4	265,188
ZINC66088405	-7,4	363,242
ZINC06214211	-7,4	327,279
ZINC42646304	-7,4	327,626
ZINC00326552	-7,4	325,238
ZINC69206556	-7,4	302,251
ZINC54481556	-7,4	323,247
ZINC70670553	-7,4	313,659
ZINC71772426	-7,4	250,17
ZINC13021555	-7,4	337,33
ZINC14000025	-7,4	191,169
ZINC75493304	-7,4	259,2
ZINC75299342	-7,4	346,305
ZINC86008075	-7,4	222,633
ZINC78842457	-7,4	273,21
ZINC43752332	-7,4	211,179
ZINC80097521	-7,4	342,358
ZINC87442558	-7,4	208,139
ZINC36988333	-7,4	253,078
ZINC86328005	-7,4	318,316
ZINC36042061	-7,4	394,268
ZINC86696912	-7,4	271,068
ZINC84493280	-7,4	292,705
ZINC81275334	-7,4	243,181
ZINC84823133	-7,4	330,069
ZINC89566093	-7,4	234,171
ZINC92796026	-7,4	202,172
ZINC81507976	-7,4	332,262
ZINC89306073	-7,4	315,672
ZINC80271937	-7,4	331,246
ZINC92200739	-7,4	268,232
ZINC91683880	-7,4	269,199
ZINC90886004	-7,4	261,219
ZINC90010217	-7,4	279,211
ZINC93197654	-7,4	294,087
ZINC94725959	-7,4	232,204
ZINC94283997	-7,4	221,194
ZINC67868616	-7,4	334,227
ZINC92239127	-7,4	247,257
ZINC92618120	-7,4	303,236
ZINC93821684	-7,4	319,271
ZINC92407126	-7,4	264,222
ZINC73885176	-7,4	330,663
ZINC93794155	-7,4	343,257
ZINC93982397	-7,4	232,17
ZINC92524368	-7,4	293,241
ZINC93646691	-7,4	324,296
ZINC93998976	-7,4	363,141
ZINC09892156	-7,4	430,657
ZINC93355810	-7,4	277,222
ZINC92703947	-7,4	339,269
ZINC13013186	-7,4	239,193
ZINC11695508	-7,4	361,291
ZINC00438161	-7,4	204,572
ZINC74797013	-7,4	319,327
ZINC77334092	-7,4	346,261
ZINC20353367	-7,4	218,174
ZINC79946622	-7,4	350,312
ZINC33244667	-7,4	310,703
ZINC16629204	-7,4	346,303
ZINC22276777	-7,4	337,092
ZINC89406572	-7,4	289,229
ZINC18006958	-7,4	356,226
ZINC00819379	-7,4	373,668
ZINC42317875	-7,4	318,13
ZINC64786627	-7,4	278,634
ZINC05389036	-7,4	260,188
ZINC48694059	-7,4	323,108
ZINC42646305	-7,4	327,626
ZINC58991686	-7,4	306,253
ZINC58736133	-7,4	386,326
ZINC66164866	-7,4	298,084
ZINC23450806	-7,4	337,244
ZINC35479708	-7,4	411,172
ZINC66482379	-7,4	350,317
ZINC72201536	-7,4	172,138
ZINC06842567	-7,4	309,217
ZINC47956438	-7,4	347,336
ZINC55041647	-7,4	275,226
ZINC74919274	-7,4	310,295
ZINC73156127	-7,4	313,251
ZINC77966915	-7,4	308,199
ZINC76419857	-7,4	262,184
ZINC79833889	-7,4	321,295
ZINC72837241	-7,4	296,289
ZINC07088424	-7,4	356,748
ZINC71799750	-7,4	294,27
ZINC07470988	-7,4	393,769
ZINC51150533	-7,4	272,267
ZINC77958509	-7,4	321,317
ZINC79028161	-7,4	248,244
ZINC77488606	-7,4	303,233
ZINC78928511	-7,4	347,269
ZINC78381228	-7,4	282,194
ZINC85797273	-7,4	325,284
ZINC83873820	-7,4	329,277
ZINC12514356	-7,4	398,359
ZINC86929676	-7,4	204,144
ZINC81837541	-7,4	342,27
ZINC83766349	-7,4	328,692
ZINC84519581	-7,4	282,215
ZINC88254074	-7,4	297,276
ZINC88784546	-7,4	319,254
ZINC90700067	-7,4	313,273
ZINC89671304	-7,4	310,242
ZINC90818945	-7,4	310,226
ZINC89930586	-7,4	322,259
ZINC07010512	-7,4	308,704
ZINC91787381	-7,4	266,186
ZINC91165252	-7,4	317,211
ZINC90391615	-7,4	329,718
ZINC92470605	-7,4	269,263
ZINC91339276	-7,4	313,682
ZINC91533806	-7,4	282,108
ZINC92796027	-7,4	202,172
ZINC92407127	-7,4	299,113
ZINC92232692	-7,4	268,209
ZINC92942971	-7,4	258,193
ZINC93675565	-7,4	250,216
ZINC92703948	-7,4	258,193
ZINC92033856	-7,4	357,264
ZINC69816706	-7,4	318,139
ZINC93423446	-7,4	286,693
ZINC93735313	-7,4	360,33
ZINC92533707	-7,4	301,268
ZINC93811508	-7,4	355,292
ZINC94675875	-7,4	242,621
ZINC12886885	-7,4	246,229
ZINC94867927	-7,4	246,632
ZINC19711512	-7,4	304,247
ZINC32917929	-7,4	308,23
ZINC14545274	-7,4	311,255
ZINC12239668	-7,4	355,271
ZINC36672430	-7,4	264,174
ZINC36972887	-7,4	268,209
ZINC14717740	-7,4	381,166
ZINC34936043	-7,4	284,249
ZINC04138128	-7,4	258,26
ZINC20723356	-7,4	410,166
ZINC41122385	-7,4	258,172
ZINC14252663	-7,4	360,309
ZINC23974149	-7,4	313,205
ZINC37160648	-7,4	261,196
ZINC57329095	-7,4	250,22
ZINC65383231	-7,4	300,233
ZINC59383505	-7,4	320,284
ZINC59212222	-7,4	330,733
ZINC48835151	-7,4	267,267
ZINC90074782	-7,4	263,192
ZINC06639250	-7,4	350,579
ZINC93232884	-7,4	320,081
ZINC66818428	-7,4	272,653
ZINC22943211	-7,4	301,262
ZINC18196111	-7,4	462,337
ZINC06857807	-7,4	283,138
ZINC12090192	-7,4	356,276
ZINC94777489	-7,4	266,172
ZINC72290383	-7,4	323,273
ZINC74630828	-7,4	287,255
ZINC38618734	-7,4	384,263
ZINC72408161	-7,4	293,218
ZINC72047542	-7,4	323,082
ZINC72241703	-7,4	312,216
ZINC74385458	-7,4	348,725
ZINC66714652	-7,4	299,652
ZINC72689867	-7,4	311,687
ZINC13736034	-7,4	271,604
ZINC75998817	-7,4	317,283
ZINC75125436	-7,4	243,201
ZINC22384904	-7,4	340,198
ZINC76291163	-7,4	326,204
ZINC74678617	-7,4	308,235
ZINC86526164	-7,4	201,184
ZINC80823942	-7,4	301,668
ZINC08478300	-7,4	384,256
ZINC78123239	-7,4	316,232
ZINC84114111	-7,4	308,704
ZINC86328007	-7,4	318,316
ZINC89834767	-7,4	322,23
ZINC89288919	-7,4	330,275
ZINC87218105	-7,4	336,238
ZINC90093973	-7,4	304,106
ZINC89928269	-7,4	289,251
ZINC92589271	-7,4	262,2
ZINC90804203	-7,4	322,303
ZINC90666572	-7,4	321,221
ZINC92696835	-7,4	277,199
ZINC61553892	-7,4	280,222
ZINC91967926	-7,4	311,259
ZINC93170012	-7,4	311,257
ZINC93072858	-7,4	214,16
ZINC93865835	-7,4	245,241
ZINC03561456	-7,4	338,35
ZINC93778969	-7,4	253,264
ZINC94081167	-7,4	221,198
ZINC94739030	-7,4	249,165
ZINC95371795	-7,4	364,706
ZINC20736841	-7,4	263,192
ZINC04386876	-7,4	316,232
ZINC06125203	-7,4	294,633
ZINC95425778	-7,4	269,642
ZINC72435518	-7,4	336,266
ZINC14755323	-7,4	343,257
ZINC20028666	-7,4	310,208
ZINC21690604	-7,4	338,303
ZINC16629206	-7,4	346,303
ZINC83669847	-7,4	341,286
ZINC19641673	-7,4	414,357
ZINC08739023	-7,4	448,374
ZINC32506098	-7,4	404,386
ZINC39557653	-7,4	344,719
ZINC04710426	-7,4	321,681
ZINC48490487	-7,4	254,177
ZINC49453034	-7,4	298,258
ZINC48433332	-7,4	257,185
ZINC05911282	-7,4	304,268
ZINC01099686	-7,4	302,249
ZINC07786546	-7,4	273,657
ZINC02023890	-7,4	320,241
ZINC92232693	-7,4	288,243
ZINC67472983	-7,4	301,265
ZINC67712992	-7,4	320,21
ZINC66763174	-7,4	320,29
ZINC45783703	-7,4	299,266
ZINC66482381	-7,4	350,317
ZINC48354555	-7,4	320,243
ZINC69868540	-7,4	335,706
ZINC00827373	-7,4	406,24
ZINC21514421	-7,4	353,26
ZINC68797291	-7,4	295,277
ZINC72441634	-7,4	315,268
ZINC74546886	-7,4	325,11
ZINC77392271	-7,4	318,313
ZINC73486934	-7,4	311,686
ZINC77952436	-7,4	223,215
ZINC79558645	-7,4	323,291
ZINC78560946	-7,4	285,268
ZINC83006062	-7,4	294,273
ZINC79851412	-7,4	320,22
ZINC11246751	-7,4	301,243
ZINC70866954	-7,4	329,195
ZINC74768214	-7,4	326,273
ZINC77101704	-7,4	308,254
ZINC79859005	-7,4	339,237
ZINC77454579	-7,4	304,247
ZINC74919276	-7,4	338,306
ZINC79503061	-7,4	329,342
ZINC83733734	-7,4	345,264
ZINC87433018	-7,4	315,247
ZINC77154167	-7,4	317,243
ZINC79487930	-7,4	383,302
ZINC79728059	-7,4	300,277
ZINC87455937	-7,4	291,222
ZINC89834768	-7,4	322,23
ZINC89858090	-7,4	281,207
ZINC92603447	-7,4	290,622
ZINC89239332	-7,4	315,2
ZINC93072859	-7,4	214,16
ZINC90700069	-7,4	313,273
ZINC91031805	-7,4	339,269
ZINC91809584	-7,4	285,19
ZINC01480739	-7,4	434,415
ZINC93293869	-7,4	331,763
ZINC92780705	-7,4	237,201
ZINC92553222	-7,4	277,263
ZINC90035682	-7,4	314,281
ZINC90044917	-7,4	264,222
ZINC52525027	-7,4	309,715
ZINC93279466	-7,4	298,284
ZINC11193198	-7,4	354,279
ZINC93333108	-7,4	242,193
ZINC91460164	-7,4	324,686
ZINC94862089	-7,4	289,724
ZINC94856514	-7,4	284,163
ZINC95082625	-7,4	225,206
ZINC06125207	-7,4	294,633
ZINC08046818	-7,4	220,144
ZINC10832298	-7,4	440,44
ZINC80097524	-7,4	269,219
ZINC27336314	-7,4	372,343
ZINC07195987	-7,4	277,307
ZINC15085630	-7,4	269,173
ZINC41642038	-7,4	321,251
ZINC05149011	-7,4	301,24
ZINC81647696	-7,4	306,235
ZINC51883337	-7,4	190,161
ZINC90044918	-7,4	264,222
ZINC52724413	-7,4	213,175
ZINC14018489	-7,4	350,381
ZINC20452584	-7,4	364,267
ZINC45568609	-7,4	289,23
ZINC09969268	-7,4	429,776
ZINC03179330	-7,4	259,196
ZINC92563217	-7,4	233,616
ZINC52838184	-7,4	323,247
ZINC92067425	-7,4	258,188
ZINC93998980	-7,4	363,141
ZINC05791531	-7,4	356,316
ZINC72241705	-7,4	316,204
ZINC02971165	-7,4	314,752
ZINC00380804	-7,4	220,19
ZINC72412022	-7,4	295,213
ZINC20140657	-7,4	389,312
ZINC10663088	-7,4	329,275
ZINC94609490	-7,4	235,151
ZINC94470051	-7,4	288,243
ZINC06947892	-7,4	381,308
ZINC54850330	-7,4	315,624
ZINC75950198	-7,4	246,177
ZINC78187389	-7,4	302,225
ZINC76285683	-7,4	317,28
ZINC03863099	-7,4	329,275
ZINC78131830	-7,4	304,239
ZINC32541228	-7,4	266,243
ZINC79085202	-7,4	280,626
ZINC77958512	-7,4	321,317
ZINC78575311	-7,4	290,237
ZINC77407521	-7,4	334,256
ZINC46600032	-7,4	278,209
ZINC84753605	-7,4	248,2
ZINC83971552	-7,4	325,271
ZINC81837544	-7,4	342,27
ZINC83030057	-7,4	346,224
ZINC89371321	-7,4	313,251
ZINC90512483	-7,4	315,268
ZINC90518804	-7,4	301,123
ZINC00205111	-7,4	333,328
ZINC92004302	-7,4	269,191
ZINC70804960	-7,4	286,203
ZINC91662487	-7,4	349,144
ZINC92159097	-7,4	289,229
ZINC91445008	-7,4	316,235
ZINC93130579	-7,4	209,183
ZINC92027481	-7,4	214,206
ZINC92703950	-7,4	233,176
ZINC93488355	-7,4	267,223
ZINC94908544	-7,4	220,144
ZINC72143541	-7,4	333,667
ZINC94725963	-7,4	236,196
ZINC94808792	-7,4	266,215
ZINC94699583	-7,4	263,662
ZINC94960598	-7,4	241,204
ZINC95439618	-7,4	320,26
ZINC00154276	-7,4	213,196
ZINC12140781	-7,4	406,293
ZINC16849161	-7,4	319,232
ZINC22125668	-7,4	247,623
ZINC39404603	-7,4	266,24
ZINC43557623	-7,4	249,232
ZINC81728424	-7,4	306,078
ZINC40474086	-7,4	258,24
ZINC38976552	-7,4	366,18
ZINC55308632	-7,4	271,198
ZINC47915526	-7,4	274,187
ZINC05342046	-7,4	331,246
ZINC04484539	-7,4	350,312
ZINC48844437	-7,4	253,196
ZINC02408354	-7,4	369,272
ZINC57505136	-7,4	321,231
ZINC21395444	-7,4	284,19
ZINC91412464	-7,4	266,638
ZINC40267184	-7,4	351,237
ZINC44393017	-7,4	390,721
ZINC02929138	-7,4	364,318
ZINC69533999	-7,4	400,127
ZINC44662683	-7,4	354,372
ZINC45438307	-7,4	321,251
ZINC69659248	-7,4	303,239
ZINC05347527	-7,4	396,278
ZINC57443926	-7,4	329,274
ZINC68010537	-7,4	365,331
ZINC21523435	-7,4	304,244
ZINC92563218	-7,4	323,312
ZINC75383613	-7,4	294,273
ZINC74071530	-7,4	310,703
ZINC07844526	-7,4	313,09
ZINC78842462	-7,4	273,21
ZINC80413557	-7,4	246,226
ZINC78979755	-7,4	317,246
ZINC75721860	-7,4	300,232
ZINC74515136	-7,4	257,185
ZINC79456256	-7,4	339,237
ZINC83687390	-7,4	265,615
ZINC80518233	-7,4	347,741
ZINC86526167	-7,4	201,184
ZINC46674581	-7,4	286,226
ZINC72069069	-7,4	449,372
ZINC58416610	-7,4	249,185
ZINC16780778	-7,4	295,685
ZINC79397417	-7,4	327,279
ZINC88745126	-7,4	284,256
ZINC04365786	-7,4	280,222
ZINC06382371	-7,4	342,246
ZINC79010122	-7,4	306,24
ZINC78298884	-7,4	321,062
ZINC87318124	-7,4	337,194
ZINC03160984	-7,4	200,133
ZINC77627931	-7,4	332,257
ZINC86767839	-7,4	223,238
ZINC29164744	-7,4	307,248
ZINC84057606	-7,4	282,686
ZINC89413725	-7,4	301,218
ZINC90700071	-7,4	325,284
ZINC90178524	-7,4	226,194
ZINC78099808	-7,4	350,213
ZINC58158640	-7,4	330,262
ZINC06317825	-7,4	399,301
ZINC09870478	-7,4	415,749
ZINC91397309	-7,4	294,064
ZINC91187684	-7,4	339,213
ZINC60965977	-7,4	267,267
ZINC42160503	-7,4	285,193
ZINC91194120	-7,4	300,637
ZINC92166185	-7,4	305,276
ZINC03136392	-7,4	401,766
ZINC67726280	-7,4	322,239
ZINC92342650	-7,4	312,19
ZINC93076862	-7,4	306,711
ZINC94186800	-7,4	223,213
ZINC93668721	-7,4	276,233
ZINC94321092	-7,4	266,238
ZINC94960599	-7,4	233,181
ZINC94552375	-7,4	284,656
ZINC94703535	-7,4	248,173
ZINC95439619	-7,4	320,26
ZINC95366357	-7,4	348,276
ZINC20119449	-7,4	286,226
ZINC19531467	-7,4	363,291
ZINC21652650	-7,4	315,268
ZINC22735416	-7,4	376,267
ZINC14034175	-7,4	324,279
ZINC24958707	-7,4	294,221
ZINC00344957	-7,4	251,224
ZINC05012788	-7,4	338,286
ZINC91292854	-7,4	226,125
ZINC48229706	-7,4	305,7
ZINC01134466	-7,4	369,263
ZINC07195861	-7,4	309,306
ZINC54548065	-7,4	326,218
ZINC40154254	-7,4	419,4
ZINC57994002	-7,4	228,21
ZINC60142133	-7,4	344,67
ZINC06771818	-7,4	388,275
ZINC92949937	-7,4	273,243
ZINC67743105	-7,4	324,208
ZINC58939825	-7,4	425,791
ZINC71853579	-7,4	277,235
ZINC06764617	-7,4	367,301
ZINC72367917	-7,4	228,233
ZINC38192603	-7,4	197,15
ZINC12996053	-7,4	333,109
ZINC73811673	-7,4	335,323
ZINC75125440	-7,4	289,207
ZINC72479156	-7,4	345,256
ZINC75116221	-7,4	260,185
ZINC76966742	-7,4	229,174
ZINC07844527	-7,4	341,278
ZINC80278931	-7,4	274,236
ZINC78629860	-7,4	248,628
ZINC79109321	-7,4	262,634
ZINC79633127	-7,4	312,288
ZINC80097526	-7,4	280,24
ZINC78131832	-7,4	304,239
ZINC17842757	-7,4	325,284
ZINC79550788	-7,4	343,302
ZINC20997723	-7,4	332,25
ZINC86735475	-7,4	195,134
ZINC46587184	-7,4	308,124
ZINC86391801	-7,4	295,216
ZINC85237164	-7,4	303,06
ZINC05720793	-7,4	332,234
ZINC63230339	-7,4	312,244
ZINC87559197	-7,4	303,236
ZINC84433696	-7,4	335,258
ZINC89718091	-7,4	328,219
ZINC90818950	-7,4	301,265
ZINC91040975	-7,4	332,32
ZINC92464261	-7,4	246,229
ZINC91202877	-7,4	346,261
ZINC94321093	-7,4	266,238
ZINC92804854	-7,4	277,218
ZINC93115360	-7,4	310,295
ZINC93639862	-7,4	295,071
ZINC92609340	-7,4	247,185
ZINC92660606	-7,4	305,255
ZINC94730721	-7,4	242,196
ZINC92978292	-7,4	278,232
ZINC65509175	-7,4	323,294
ZINC92625073	-7,4	295,255
ZINC77222262	-7,4	350,338
ZINC95401178	-7,4	322,283
ZINC93935118	-7,4	260,184
ZINC95051103	-7,4	217,166
ZINC92972202	-7,4	302,248
ZINC95024259	-7,4	279,128
ZINC94999553	-7,4	217,186
ZINC94856517	-7,4	278,176
ZINC12239673	-7,4	355,271
ZINC93908739	-7,4	357,69
ZINC00375883	-7,4	331,065
ZINC40412756	-7,4	212,141
ZINC40521931	-7,4	309,262
ZINC00707816	-7,4	368,122
ZINC89903925	-7,4	319,238
ZINC89718092	-7,4	328,219
ZINC91378318	-7,4	250,216
ZINC38976554	-7,4	366,18
ZINC39437332	-7,4	240,204
ZINC48490491	-7,4	249,185
ZINC40607869	-7,4	377,724
ZINC49026407	-7,4	325,287
ZINC02780995	-7,4	315,292
ZINC73345618	-7,4	245,624
ZINC43313540	-7,4	276,233
ZINC75375357	-7,4	213,175
ZINC67674646	-7,4	294,276
ZINC72002685	-7,4	434,17
ZINC67804853	-7,4	215,167
ZINC75765488	-7,4	270,186
ZINC70012015	-7,4	322,257
ZINC74740491	-7,4	311,231
ZINC00151323	-7,4	260,023
ZINC75532609	-7,4	326,678
ZINC75135047	-7,4	335,272
ZINC93902104	-7,4	364,3
ZINC76467155	-7,4	347,249
ZINC00710417	-7,4	366,29
ZINC78058537	-7,4	269,263
ZINC77461138	-7,4	332,322
ZINC78051704	-7,4	316,24
ZINC79833895	-7,4	321,295
ZINC37239742	-7,4	309,779
ZINC80755591	-7,4	319,257
ZINC79851414	-7,4	291,225
ZINC80080102	-7,4	282,215
ZINC80334644	-7,4	274,236
ZINC83219761	-7,4	313,254
ZINC89413727	-7,4	284,21
ZINC82120989	-7,4	356,259
ZINC90093978	-7,4	328,249
ZINC89358189	-7,4	333,242
ZINC90035686	-7,4	314,281
ZINC91056332	-7,4	345,253
ZINC91918543	-7,4	365,711
ZINC93453519	-7,4	280,222
ZINC05919641	-7,4	295,21
ZINC93579501	-7,4	262,227
ZINC93298109	-7,4	297,232
ZINC93853864	-7,4	330,141
ZINC94284004	-7,4	241,273
ZINC94084011	-7,4	340,254
ZINC94332973	-7,4	223,14
ZINC94894551	-7,4	272,218
ZINC95051104	-7,4	241,188
ZINC95439621	-7,4	324,11
ZINC31904211	-7,4	264,244
ZINC12367059	-7,4	324,706
ZINC94999554	-7,4	217,186
ZINC95371800	-7,4	261,243
ZINC35295096	-7,4	218,238
ZINC09712929	-7,4	455,169
ZINC84638246	-7,4	308,232
ZINC77512798	-7,4	341,309
ZINC89942043	-7,4	277,191
ZINC13940384	-7,4	285,216
ZINC20348148	-7,4	410,348
ZINC91596060	-7,4	331,246
ZINC49092348	-7,4	270,225
ZINC92412457	-7,4	261,623
ZINC58041120	-7,4	199,191
ZINC39857839	-7,4	364,72
ZINC19120493	-7,4	370,733
ZINC41250236	-7,4	337,744
ZINC13789442	-7,4	358,337
ZINC43548826	-7,4	361,317
ZINC92870581	-7,4	293,218
ZINC58304688	-7,4	337,089
ZINC06458197	-7,4	259,2
ZINC66539651	-7,4	281,21
ZINC67378856	-7,4	290,225
ZINC72412026	-7,4	354,352
ZINC94808796	-7,4	259,2
ZINC95090936	-7,4	339,096
ZINC94887134	-7,4	231,17
ZINC72054165	-7,4	359,324
ZINC56184562	-7,4	340,275
ZINC33436118	-7,4	313,636
ZINC39460420	-7,4	285,195
ZINC26263866	-7,4	318,142
ZINC72002686	-7,4	441,158
ZINC39942649	-7,4	441,289
ZINC74566232	-7,4	322,323
ZINC07609755	-7,4	314,664
ZINC77952441	-7,4	247,237
ZINC31700577	-7,4	334,291
ZINC15435878	-7,4	411,172
ZINC47521189	-7,4	310,225
ZINC86001631	-7,4	252,1
ZINC80535079	-7,4	309,101
ZINC80599208	-7,4	302,224
ZINC84539902	-7,4	320,223
ZINC80849639	-7,4	247,215
ZINC87110211	-7,4	218,238
ZINC86474847	-7,4	221,242
ZINC87157393	-7,4	309,284
ZINC86807843	-7,4	209,184
ZINC04549837	-7,4	352,127
ZINC89894535	-7,4	253,199
ZINC91960976	-7,4	269,266
ZINC91852126	-7,4	263,235
ZINC91928474	-7,4	330,241
ZINC92200747	-7,4	245,174
ZINC91989003	-7,4	343,276
ZINC19209692	-7,4	390,297
ZINC92221996	-7,4	364,279
ZINC93232890	-7,4	296,059
ZINC93532645	-7,4	298,147
ZINC93998984	-7,4	307,211
ZINC92755247	-7,4	344,312
ZINC94063673	-7,4	310,109
ZINC94960602	-7,4	233,181
ZINC95420688	-7,4	322,1
ZINC10463141	-7,4	284,195
ZINC95446264	-7,4	300,278
ZINC95512735	-7,4	359,26
ZINC10384744	-7,4	341,689
ZINC95497382	-7,4	330,666
ZINC15774852	-7,4	468,167
ZINC36805539	-7,4	218,138
ZINC02056877	-7,4	261,24
ZINC12942621	-7,4	303,257
ZINC42860639	-7,4	265,635
ZINC04310081	-7,4	269,196
ZINC05443533	-7,4	394,104
ZINC00163053	-7,4	307,183
ZINC25969499	-7,4	285,262
ZINC58833473	-7,4	301,132
ZINC32954351	-7,4	331,31
ZINC56074555	-7,4	349,755
ZINC81177103	-7,4	310,225
ZINC82127268	-7,4	356,256
ZINC59781650	-7,4	334,717
ZINC48779608	-7,4	313,679
ZINC48311794	-7,4	219,159
ZINC65383237	-7,4	323,294
ZINC91773617	-7,4	325,284
ZINC91252502	-7,4	251,121
ZINC35476034	-7,4	217,163
ZINC65794332	-7,4	341,709
ZINC59488812	-7,4	427,402
ZINC01735342	-7,4	307,224
ZINC67659689	-7,4	311,236
ZINC56464076	-7,4	324,279
ZINC72047546	-7,4	325,284
ZINC75265184	-7,4	317,24
ZINC93542639	-7,4	253,219
ZINC73442314	-7,4	346,252
ZINC17111682	-7,4	336,354
ZINC06811038	-7,4	369,289
ZINC02803205	-7,4	356,347
ZINC75613567	-7,4	332,301
ZINC79614357	-7,4	318,227
ZINC84089581	-7,4	256,244
ZINC77856315	-7,4	291,245
ZINC77722584	-7,4	343,26
ZINC80953595	-7,4	282,259
ZINC54850146	-7,4	316,659
ZINC79761943	-7,4	279,212
ZINC76246176	-7,4	329,272
ZINC86966024	-7,4	274,303
ZINC80703877	-7,4	241,185
ZINC78381233	-7,4	325,624
ZINC78741591	-7,4	318,292
ZINC27570432	-7,4	304,244
ZINC79392493	-7,4	290,24
ZINC83575577	-7,4	321,723
ZINC89702607	-7,4	297,681
ZINC90006621	-7,4	297,176
ZINC89733189	-7,4	277,245
ZINC81847541	-7,4	323,247
ZINC89559296	-7,4	284,234
ZINC90183583	-7,4	322,303
ZINC55094858	-7,4	268,211
ZINC91279000	-7,4	316,166
ZINC09020285	-7,4	434,218
ZINC91706562	-7,4	295,281
ZINC91460170	-7,4	322,219
ZINC90708827	-7,4	291,312
ZINC92603450	-7,4	348,661
ZINC92514626	-7,4	307,231
ZINC92132203	-7,4	264,244
ZINC92173222	-7,4	345,25
ZINC92470613	-7,4	302,251
ZINC91744941	-7,4	320,223
ZINC93378649	-7,4	312,716
ZINC93355819	-7,4	243,185
ZINC94703539	-7,4	264,627
ZINC93755364	-7,4	251,2
ZINC94031663	-7,4	274,215
ZINC94440714	-7,4	237,22
ZINC11905792	-7,4	359,724
ZINC22318172	-7,4	321,295
ZINC22682356	-7,4	344,301
ZINC01979070	-7,4	405,188
ZINC37175165	-7,4	273,27
ZINC13131727	-7,4	281,21
ZINC48229709	-7,4	305,7
ZINC53431600	-7,4	340,257
ZINC17973324	-7,4	318,251
ZINC87110213	-7,4	218,238
ZINC00457984	-7,4	325,11
ZINC05487466	-7,4	351,234
ZINC36042070	-7,4	449,3
ZINC04543148	-7,4	346,235
ZINC23252473	-7,4	257,208
ZINC55075424	-7,4	358,295
ZINC62166591	-7,4	275,247
ZINC71311814	-7,4	338,287
ZINC68251802	-7,4	314,216
ZINC72584597	-7,4	321,25
ZINC63658565	-7,4	327,279
ZINC63272893	-7,4	386,301
ZINC71979421	-7,4	336,159
ZINC71328747	-7,4	342,27
ZINC69534003	-7,4	388,116
ZINC69775724	-7,4	325,287
ZINC67712995	-7,4	307,248
ZINC77743997	-7,4	291,225
ZINC05249197	-7,4	348,124
ZINC48331480	-7,4	321,234
ZINC80383598	-7,4	236,166
ZINC77365215	-7,4	255,187
ZINC69641460	-7,4	360,241
ZINC72822176	-7,4	325,711
ZINC81437553	-7,4	231,167
ZINC78885692	-7,4	337,163
ZINC78263959	-7,4	246,592
ZINC78974211	-7,4	344,236
ZINC77482892	-7,4	299,251
ZINC08231787	-7,4	294,293
ZINC77246729	-7,4	308,232
ZINC84656388	-7,4	280,289
ZINC81242431	-7,4	253,196
ZINC76645615	-7,4	308,228
ZINC89522188	-7,4	302,744
ZINC36617044	-7,4	353,279
ZINC04385431	-7,4	379,312
ZINC59383514	-7,4	276,274
ZINC89288922	-7,4	311,277
ZINC91698092	-7,4	286,253
ZINC91718980	-7,4	276,202
ZINC92291232	-7,4	266,282
ZINC91139990	-7,4	262,225
ZINC89491718	-7,4	270,207
ZINC63495995	-7,4	306,711
ZINC94207557	-7,4	329,053
ZINC90584500	-7,4	359,298
ZINC92262150	-7,4	328,692
ZINC93963232	-7,4	223,213
ZINC94448779	-7,4	225,186
ZINC94881281	-7,4	290,259
ZINC11629161	-7,4	195,584
ZINC94117397	-7,4	225,209
ZINC92331370	-7,4	330,201
ZINC94808798	-7,4	259,2
ZINC93668726	-7,4	349,123
ZINC20140660	-7,4	198,183
ZINC93342783	-7,4	291,245
ZINC92407136	-7,4	267,2
ZINC93755365	-7,4	270,204
ZINC94875047	-7,4	311,298
ZINC03447947	-7,4	294,273
ZINC12239678	-7,4	355,271
ZINC22332166	-7,4	343,279
ZINC94063674	-7,4	310,109
ZINC30847534	-7,4	303,048
ZINC34660783	-7,4	249,635
ZINC37468727	-7,4	195,157
ZINC05238957	-7,4	341,286
ZINC19592934	-7,4	397,35
ZINC42770580	-7,4	292,091
ZINC40535335	-7,4	279,235
ZINC42725367	-7,4	240,155
ZINC49092351	-7,4	270,225
ZINC44448440	-7,4	247,237
ZINC00052690	-7,4	282,622
ZINC43548829	-7,4	361,317
ZINC05375312	-7,4	342,094
ZINC04953288	-7,4	299,269
ZINC53380196	-7,4	305,276
ZINC55227804	-7,4	310,228
ZINC57796889	-7,4	338,28
ZINC65354386	-7,4	266,192
ZINC77472299	-7,4	314,667
ZINC68523778	-7,4	310,248
ZINC17852746	-7,4	370,216
ZINC72324717	-7,4	287,237
